1560935964.809684,2.000000,44.886986,1001
1560935964.813849,3.000000,44.886986,2001
1560935964.817873,4.000000,44.886986,3001
1560935964.821901,5.000000,44.886986,4001
1560935964.825270,6.000000,44.886986,5001
1560935964.828402,7.000000,44.886986,6001
1560935964.831155,8.000000,44.886986,7001
1560935964.834877,9.000000,44.886986,8001
1560935964.838870,10.000000,44.886986,9001
1560935964.842862,11.000000,44.886986,10001
1560935964.846868,12.000000,44.886986,11001
1560935964.850918,13.000000,44.886986,12001
1560935964.854894,14.000000,44.886986,13001
1560935964.858895,15.000000,44.886986,14001
1560935964.862895,16.000000,44.886986,15001
1560935964.866879,17.000000,44.886986,16001
1560935964.870904,18.000000,44.886986,17001
1560935964.874918,19.000000,44.886986,18001
1560935965.640162,1.000000,9.500000,19001
1560935965.644081,2.000000,9.500000,19001
1560935965.648068,3.000000,9.500000,20001
1560935965.652254,4.000000,9.500000,21001
1560935965.656085,5.000000,9.500000,22001
1560935965.660053,6.000000,9.500000,23001
1560935965.663082,7.000000,9.500000,24001
1560935965.667082,8.000000,9.500000,25001
1560935966.445104,1.000000,4.000000,26001
1560935966.448990,2.000000,4.000000,26001
1560935967.251332,1.000000,2.000000,27001
1560935967.255143,2.000000,2.000000,27001
1560935968.057611,1.000000,2.000000,28001
1560935971.280075,1.000000,2.000000,28001
1560935971.283019,2.000000,2.000000,28001
1560935971.287035,3.000000,2.000000,29001
1560935971.291053,3.333333,2.000000,30001
1560935971.295039,3.633333,2.000000,31001
1560935971.298340,3.908563,2.000000,32001
1560935972.084251,1.000000,2.000000,33001
1560935972.087661,2.000000,2.000000,33001
1560935972.888881,1.000000,2.000000,34001
1560935972.892850,2.000000,2.000000,34001
1560935973.695900,1.000000,2.000000,35001
1560935973.699830,2.000000,2.000000,35001
1560935974.501256,1.000000,2.000000,36001
1560935974.505309,2.000000,2.000000,36001
1560935974.509292,3.000000,2.000000,37001
1560935974.517257,3.333333,2.000000,38001
1560935974.521275,3.633333,2.000000,39001
1560935974.524247,3.908563,2.000000,40001
1560935974.528252,4.164411,2.000000,41001
1560935974.531250,4.404541,2.000000,42001
1560935974.534247,4.631579,2.000000,43001
1560935974.537556,4.847488,2.000000,44001
1560935974.540053,5.053781,2.000000,45001
1560935974.543265,5.251653,2.000000,46001
1560935974.546267,5.442069,2.000000,47001
1560935974.549284,5.625823,2.000000,48001
1560935974.553270,5.803575,2.000000,49001
1560935974.557290,5.975882,2.000000,50001
1560935974.561294,6.143221,2.000000,51001
1560935974.565296,6.306003,2.000000,52001
1560935974.569579,6.464581,2.000000,53001
1560935974.573265,6.619270,2.000000,54001
1560935974.577257,6.770344,2.000000,55001
1560935974.581268,6.918047,2.000000,56001
1560935974.585543,7.062597,2.000000,57001
1560935974.589273,7.204188,2.000000,58001
1560935974.593314,7.342996,2.000000,59001
1560935975.307080,1.000000,3.671498,60001
1560935975.311060,2.000000,3.671498,60001
1560935975.315082,3.000000,3.671498,61001
1560935975.319065,4.000000,3.671498,62001
1560935975.322613,4.250000,3.671498,63001
1560935975.326071,4.485294,3.671498,64001
1560935975.330079,4.708245,3.671498,65001
1560935975.334067,4.920639,3.671498,66001
1560935975.337405,5.123864,3.671498,67001
